"row"
"('19995', 'Avatar', '237000000', '2787965087', '150.437577', 'Action', '162.0', 'Avatar', '28')"
"('80468', 'Some Guy Who Kills People', '300000', '0', '2.733725', 'Thriller', '97.0', 'Some Guy Who Kills People', '53')"
"('84188', 'Compliance', '0', '319285', '8.942203', 'Drama', '90.0', 'Compliance', '18')"
"('84188', 'Compliance', '0', '319285', '8.942203', 'Thriller', '90.0', 'Compliance', '53')"
"('84188', 'Compliance', '0', '319285', '8.942203', 'Crime', '90.0', 'Compliance', '80')"
"('2255', 'Chasing Amy', '250000', '12021272', '20.601483', 'Comedy', '113.0', 'Chasing Amy', '35')"
"('2255', 'Chasing Amy', '250000', '12021272', '20.601483', 'Drama', '113.0', 'Chasing Amy', '18')"
"('2255', 'Chasing Amy', '250000', '12021272', '20.601483', 'Romance', '113.0', 'Chasing Amy', '10749')"
"('50035', 'Lovely & Amazing', '250000', '4186931', '1.45917', 'Comedy', '91.0', 'Lovely & Amazing', '35')"
"('50035', 'Lovely & Amazing', '250000', '4186931', '1.45917', 'Drama', '91.0', 'Lovely & Amazing', '18')"
"('50035', 'Lovely & Amazing', '250000', '4186931', '1.45917', 'Romance', '91.0', 'Lovely & Amazing', '10749')"
"('14290', 'Better Luck Tomorrow', '0', '0', '3.877036', 'Crime', '101.0', 'Better Luck Tomorrow', '80')"
"('14290', 'Better Luck Tomorrow', '0', '0', '3.877036', 'Drama', '101.0', 'Better Luck Tomorrow', '18')"
"('29371', 'The Incredibly True Adventure of Two Girls In Love', '0', '0', '1.70819', 'Comedy', '94.0', 'The Incredibly True Adventure of Two Girls In Love', '35')"
"('29371', 'The Incredibly True Adventure of Two Girls In Love', '0', '0', '1.70819', 'Drama', '94.0', 'The Incredibly True Adventure of Two Girls In Love', '18')"
"('29371', 'The Incredibly True Adventure of Two Girls In Love', '0', '0', '1.70819', 'Romance', '94.0', 'The Incredibly True Adventure of Two Girls In Love', '10749')"
"('44490', 'Chuck & Buck', '0', '0', '0.812855', 'Comedy', '96.0', 'Chuck & Buck', '35')"
"('44490', 'Chuck & Buck', '0', '0', '0.812855', 'Drama', '96.0', 'Chuck & Buck', '18')"
"('32222', 'American Desi', '250000', '0', '0.126304', 'Drama', '100.0', 'American Desi', '18')"
"('32222', 'American Desi', '250000', '0', '0.126304', 'Comedy', '100.0', 'American Desi', '35')"
"('32222', 'American Desi', '250000', '0', '0.126304', 'Romance', '100.0', 'American Desi', '10749')"
"('378237', ""Amidst the Devil's Wings"", '300000', '0', '0.018087', 'Drama', '90.0', ""Amidst the Devil's Wings"", '18')"
"('378237', ""Amidst the Devil's Wings"", '300000', '0', '0.018087', 'Action', '90.0', ""Amidst the Devil's Wings"", '28')"
"('378237', ""Amidst the Devil's Wings"", '300000', '0', '0.018087', 'Crime', '90.0', ""Amidst the Devil's Wings"", '80')"
"('431', 'Cube', '250000', '501818', '44.656151', 'Thriller', '90.0', 'Cube', '53')"
"('431', 'Cube', '250000', '501818', '44.656151', 'Science Fiction', '90.0', 'Cube', '878')"
"('431', 'Cube', '250000', '501818', '44.656151', 'Mystery', '90.0', 'Cube', '9648')"
"('76996', 'Love and Other Catastrophes', '0', '0', '0.619348', 'Comedy', '78.0', 'Love and Other Catastrophes', '35')"
"('76996', 'Love and Other Catastrophes', '0', '0', '0.619348', 'Romance', '78.0', 'Love and Other Catastrophes', '10749')"
"('51942', 'I Married a Strange Person!', '250', '203', '0.293649', 'Drama', '72.0', 'I Married a Strange Person!', '18')"
"('51942', 'I Married a Strange Person!', '250', '203', '0.293649', 'Comedy', '72.0', 'I Married a Strange Person!', '35')"
"('51942', 'I Married a Strange Person!', '250', '203', '0.293649', 'Animation', '72.0', 'I Married a Strange Person!', '16')"
"('1424', 'November', '0', '0', '5.742359', 'Drama', '73.0', 'November', '18')"
"('1424', 'November', '0', '0', '5.742359', 'Mystery', '73.0', 'November', '9648')"
"('1424', 'November', '0', '0', '5.742359', 'Thriller', '73.0', 'November', '53')"
"('60420', 'Like Crazy', '250000', '3542353', '21.825564', 'Drama', '90.0', 'Like Crazy', '18')"
"('60420', 'Like Crazy', '250000', '3542353', '21.825564', 'Romance', '90.0', 'Like Crazy', '10749')"
"('325123', 'Teeth and Blood', '0', '0', '0.055325', 'Horror', '96.0', 'Teeth and Blood', '27')"
"('142132', 'Sugar Town', '0', '0', '0.375423', 'Comedy', '92.0', 'Sugar Town', '35')"
"('20520', 'The Motel', '0', '0', '0.120505', 'Drama', '75.0', 'The Motel', '18')"
"('20520', 'The Motel', '0', '0', '0.120505', 'Comedy', '75.0', 'The Motel', '35')"
"('109729', 'The Canyons', '250000', '56825', '6.978907', 'Thriller', '99.0', 'The Canyons', '53')"
"('109729', 'The Canyons', '250000', '56825', '6.978907', 'Drama', '99.0', 'The Canyons', '18')"
"('78307', 'On the Outs', '0', '0', '0.493223', 'Drama', '86.0', 'On the Outs', '18')"
"('12247', 'Shotgun Stories', '0', '0', '5.251143', 'Drama', '92.0', 'Shotgun Stories', '18')"
"('12247', 'Shotgun Stories', '0', '0', '5.251143', 'Thriller', '92.0', 'Shotgun Stories', '53')"
"('29917', 'Exam', '0', '0', '20.265518', 'Thriller', '101.0', 'Exam', '53')"
"('29917', 'Exam', '0', '0', '20.265518', 'Mystery', '101.0', 'Exam', '9648')"
"('70687', 'The Sticky Fingers of Time', '250000', '0', '0.130169', 'Science Fiction', '90.0', 'The Sticky Fingers of Time', '878')"
"('70687', 'The Sticky Fingers of Time', '250000', '0', '0.130169', 'Drama', '90.0', 'The Sticky Fingers of Time', '18')"
"('60463', 'Sunday School Musical', '0', '0', '0.46049', 'Music', '93.0', 'Sunday School Musical', '10402')"
"('46252', 'Rust', '0', '0', '0.399491', 'Drama', '94.0', 'Rust', '18')"
"('24869', 'Ink', '250000', '0', '5.217002', 'Action', '106.0', 'Ink', '28')"
"('24869', 'Ink', '250000', '0', '5.217002', 'Fantasy', '106.0', 'Ink', '14')"
"('77934', 'The Christmas Bunny', '250000', '0', '0.065103', 'Drama', '96.0', 'The Christmas Bunny', '18')"
"('77934', 'The Christmas Bunny', '250000', '0', '0.065103', 'Family', '96.0', 'The Christmas Bunny', '10751')"
"('34697', 'Butterfly', '0', '0', '1.063615', 'Crime', '107.0', 'Butterfly', '80')"
"('34697', 'Butterfly', '0', '0', '1.063615', 'Drama', '107.0', 'Butterfly', '18')"
"('150211', 'The Frozen', '0', '0', '1.084387', 'Horror', '0.0', 'The Frozen', '27')"
"('150211', 'The Frozen', '0', '0', '1.084387', 'Thriller', '0.0', 'The Frozen', '53')"
"('306667', 'Horse Camp', '0', '0', '0.172299', 'Family', '108.0', 'Horse Camp', '10751')"
"('306667', 'Horse Camp', '0', '0', '0.172299', 'Drama', '108.0', 'Horse Camp', '18')"
"('274758', 'Give Me Shelter', '0', '0', '0.278981', 'Documentary', '90.0', 'Give Me Shelter', '99')"
"('3060', 'The Big Parade', '245000', '22000000', '0.785744', 'Drama', '151.0', 'The Big Parade', '18')"
"('3060', 'The Big Parade', '245000', '22000000', '0.785744', 'Romance', '151.0', 'The Big Parade', '10749')"
"('3060', 'The Big Parade', '245000', '22000000', '0.785744', 'War', '151.0', 'The Big Parade', '10752')"
"('40963', 'Little Big Top', '0', '0', '0.0921', 'Comedy', '0.0', 'Little Big Top', '35')"
"('173224', 'Along the Roadside', '250', '0', '0.166655', 'Romance', '118.0', 'Along the Roadside', '10749')"
"('173224', 'Along the Roadside', '250', '0', '0.166655', 'Comedy', '118.0', 'Along the Roadside', '35')"
"('173224', 'Along the Roadside', '250', '0', '0.166655', 'Music', '118.0', 'Along the Roadside', '10402')"
"('18533', 'Bronson', '230000', '2260712', '18.450613', 'Drama', '92.0', 'Bronson', '18')"
"('18533', 'Bronson', '230000', '2260712', '18.450613', 'Action', '92.0', 'Bronson', '28')"
"('18533', 'Bronson', '230000', '2260712', '18.450613', 'Crime', '92.0', 'Bronson', '80')"
"('376010', 'Western Religion', '0', '0', '0.58954', 'Western', '106.0', 'Western Religion', '37')"
"('139948', 'Burn', '225000', '111300', '0.126676', 'Foreign', '86.0', 'Burn', '10769')"
"('139948', 'Burn', '225000', '111300', '0.126676', 'Documentary', '86.0', 'Burn', '99')"
"('77332', 'Urbania', '0', '0', '0.065155', 'Romance', '103.0', 'Urbania', '10749')"
"('77332', 'Urbania', '0', '0', '0.065155', 'Drama', '103.0', 'Urbania', '18')"
"('70478', 'The Stewardesses', '100000', '27000000', '1.183892', 'Comedy', '69.0', 'The Stewardesses', '35')"
"('35073', 'The Beast from 20,000 Fathoms', '210000', '5000000', '2.043661', 'Adventure', '80.0', 'The Beast from 20,000 Fathoms', '12')"
"('35073', 'The Beast from 20,000 Fathoms', '210000', '5000000', '2.043661', 'Horror', '80.0', 'The Beast from 20,000 Fathoms', '27')"
"('35073', 'The Beast from 20,000 Fathoms', '210000', '5000000', '2.043661', 'Science Fiction', '80.0', 'The Beast from 20,000 Fathoms', '878')"
"('9659', 'Mad Max', '400000', '100000000', '33.142185', 'Adventure', '93.0', 'Mad Max', '12')"
"('9659', 'Mad Max', '400000', '100000000', '33.142185', 'Action', '93.0', 'Mad Max', '28')"
"('9659', 'Mad Max', '400000', '100000000', '33.142185', 'Thriller', '93.0', 'Mad Max', '53')"
"('9659', 'Mad Max', '400000', '100000000', '33.142185', 'Science Fiction', '93.0', 'Mad Max', '878')"
"('10218', 'Swingers', '200000', '4505922', '13.971674', 'Comedy', '94.0', 'Swingers', '35')"
"('10218', 'Swingers', '200000', '4505922', '13.971674', 'Romance', '94.0', 'Swingers', '10749')"
"('391', 'Per un pugno di dollari', '200000', '14500000', '38.771062', 'Western', '99.0', 'A Fistful of Dollars', '37')"
"('43595', 'She Done Him Wrong', '200000', '2200000', '0.622752', 'Comedy', '66.0', 'She Done Him Wrong', '35')"
"('54897', 'The Grace Card', '200000', '2295733', '0.616283', 'Drama', '101.0', 'The Grace Card', '18')"
"('83588', 'Middle of Nowhere', '0', '0', '2.836537', 'Drama', '101.0', 'Middle of Nowhere', '18')"
"('53256', 'Drei', '0', '2611555', '5.937602', 'Romance', '119.0', 'Three', '10749')"
"('53256', 'Drei', '0', '2611555', '5.937602', 'Drama', '119.0', 'Three', '18')"
"('53256', 'Drei', '0', '2611555', '5.937602', 'Comedy', '119.0', 'Three', '35')"
"('40920', 'The Business of Fancydancing', '200000', '0', '0.06104', 'Music', '103.0', 'The Business of Fancydancing', '10402')"
"('40920', 'The Business of Fancydancing', '200000', '0', '0.06104', 'Drama', '103.0', 'The Business of Fancydancing', '18')"
"('287815', 'Call + Response', '0', '0', '0.062089', 'Documentary', '86.0', 'Call + Response', '99')"
"('54702', 'Malevolence', '450000', '0', '1.077321', 'Crime', '90.0', 'Malevolence', '80')"
"('54702', 'Malevolence', '450000', '0', '1.077321', 'Horror', '90.0', 'Malevolence', '27')"
"('54702', 'Malevolence', '450000', '0', '1.077321', 'Thriller', '90.0', 'Malevolence', '53')"
"('69270', 'Super Hybrid', '13000000', '0', '4.009379', 'Horror', '95.0', 'Super Hybrid', '27')"
"('5759', 'Baghead', '0', '0', '3.299345', 'Drama', '84.0', 'Baghead', '18')"
"('5759', 'Baghead', '0', '0', '3.299345', 'Comedy', '84.0', 'Baghead', '35')"
"('5759', 'Baghead', '0', '0', '3.299345', 'Horror', '84.0', 'Baghead', '27')"
"('402515', 'Solitude', '0', '0', '0.018716', 'Horror', '89.0', 'American Beast', '27')"
"('126141', 'Chats perchÃ©s', '0', '0', '0.092562', 'Documentary', '59.0', 'The Case of the Grinning Cat', '99')"
"('48035', 'Ordet', '0', '0', '3.225189', 'Drama', '126.0', 'Ordet', '18')"
"('14758', 'Good Dick', '0', '0', '1.948435', 'Comedy', '86.0', 'Good Dick', '35')"
"('14758', 'Good Dick', '0', '0', '1.948435', 'Drama', '86.0', 'Good Dick', '18')"
"('14758', 'Good Dick', '0', '0', '1.948435', 'Romance', '86.0', 'Good Dick', '10749')"
"('13363', 'The Man from Earth', '0', '0', '31.339015', 'Science Fiction', '87.0', 'The Man from Earth', '878')"
"('13363', 'The Man from Earth', '0', '0', '31.339015', 'Drama', '87.0', 'The Man from Earth', '18')"
"('37985', 'The Trials Of Darryl Hunt', '0', '0', '0.15066', 'Documentary', '106.0', 'The Trials Of Darryl Hunt', '99')"
"('25786', 'Samantha: An American Girl Holiday', '0', '0', '4.980585', 'Drama', '86.0', 'Samantha: An American Girl Holiday', '18')"
"('25786', 'Samantha: An American Girl Holiday', '0', '0', '4.980585', 'Family', '86.0', 'Samantha: An American Girl Holiday', '10751')"
"('36549', 'Yesterday Was a Lie', '0', '0', '0.145014', 'Drama', '89.0', 'Yesterday Was a Lie', '18')"
"('36549', 'Yesterday Was a Lie', '0', '0', '0.145014', 'Mystery', '89.0', 'Yesterday Was a Lie', '9648')"
"('36549', 'Yesterday Was a Lie', '0', '0', '0.145014', 'Science Fiction', '89.0', 'Yesterday Was a Lie', '878')"
"('36549', 'Yesterday Was a Lie', '0', '0', '0.145014', 'Thriller', '89.0', 'Yesterday Was a Lie', '53')"
"('361398', 'Theresa Is a Mother', '0', '0', '0.036532', 'Music', '105.0', 'Theresa Is a Mother', '10402')"
"('361398', 'Theresa Is a Mother', '0', '0', '0.036532', 'Comedy', '105.0', 'Theresa Is a Mother', '35')"
"('361398', 'Theresa Is a Mother', '0', '0', '0.036532', 'Drama', '105.0', 'Theresa Is a Mother', '18')"
"('289180', 'H.', '0', '0', '1.045623', 'Thriller', '93.0', 'H.', '53')"
"('289180', 'H.', '0', '0', '1.045623', 'Drama', '93.0', 'H.', '18')"
"('289180', 'H.', '0', '0', '1.045623', 'Science Fiction', '93.0', 'H.', '878')"
"('288927', 'Archaeology of a Woman', '0', '0', '0.254659', 'Drama', '94.0', 'Archaeology of a Woman', '18')"
"('21334', 'Ø¨Ú†Ù‡â€ŒÙ‡Ø§ÛŒ Ø¢Ø³Ù…Ø§Ù†', '180000', '900000', '7.072118', 'Drama', '89.0', 'Children of Heaven', '18')"
"('21334', 'Ø¨Ú†Ù‡â€ŒÙ‡Ø§ÛŒ Ø¢Ø³Ù…Ø§Ù†', '180000', '900000', '7.072118', 'Comedy', '89.0', 'Children of Heaven', '35')"
"('21334', 'Ø¨Ú†Ù‡â€ŒÙ‡Ø§ÛŒ Ø¢Ø³Ù…Ø§Ù†', '180000', '900000', '7.072118', 'Family', '89.0', 'Children of Heaven', '10751')"
"('79120', 'Weekend', '8000', '469947', '1.041254', 'Drama', '96.0', 'Weekend', '18')"
"('79120', 'Weekend', '8000', '469947', '1.041254', 'Romance', '96.0', 'Weekend', '10749')"
"('27995', ""She's Gotta Have It"", '0', '0', '6.722213', 'Comedy', '84.0', ""She's Gotta Have It"", '35')"
"('27995', ""She's Gotta Have It"", '0', '0', '6.722213', 'Romance', '84.0', ""She's Gotta Have It"", '10749')"
"('253290', 'Butterfly Girl', '0', '0', '0.015189', 'Documentary', '77.0', 'Butterfly Girl', '99')"
"('344466', 'Lumea e a mea', '0', '0', '0.327622', 'Drama', '104.0', 'The World Is Mine', '18')"
"('55420', 'Another Earth', '100000', '1776935', '25.402697', 'Drama', '92.0', 'Another Earth', '18')"
"('55420', 'Another Earth', '100000', '1776935', '25.402697', 'Science Fiction', '92.0', 'Another Earth', '878')"
"('5822', ""Sweet Sweetback's Baadasssss Song"", '150000', '15200000', '0.132878', 'Action', '97.0', ""Sweet Sweetback's Baadasssss Song"", '28')"
"('5822', ""Sweet Sweetback's Baadasssss Song"", '150000', '15200000', '0.132878', 'Drama', '97.0', ""Sweet Sweetback's Baadasssss Song"", '18')"
"('5822', ""Sweet Sweetback's Baadasssss Song"", '150000', '15200000', '0.132878', 'Romance', '97.0', ""Sweet Sweetback's Baadasssss Song"", '10749')"
"('408429', 'Perfect Cowboy', '200', '0', '0.050978', 'Drama', '109.0', 'Perfect Cowboy', '18')"
"('39141', 'Tadpole', '150000', '2891288', '8.570328', 'Comedy', '78.0', 'Tadpole', '35')"
"('39141', 'Tadpole', '150000', '2891288', '8.570328', 'Drama', '78.0', 'Tadpole', '18')"
"('39141', 'Tadpole', '150000', '2891288', '8.570328', 'Romance', '78.0', 'Tadpole', '10749')"
"('5723', 'Once', '160000', '20710513', '19.052179', 'Drama', '85.0', 'Once', '18')"
"('5723', 'Once', '160000', '20710513', '19.052179', 'Music', '85.0', 'Once', '10402')"
"('5723', 'Once', '160000', '20710513', '19.052179', 'Romance', '85.0', 'Once', '10749')"
"('28666', 'The Woman Chaser', '0', '0', '0.619979', 'Drama', '90.0', 'The Woman Chaser', '18')"
"('30979', 'The Horse Boy', '0', '0', '0.465404', 'Documentary', '93.0', 'The Horse Boy', '99')"
"('50497', 'When the Lights Went Out', '0', '0', '2.805351', 'Thriller', '86.0', 'When the Lights Went Out', '53')"
"('50497', 'When the Lights Went Out', '0', '0', '2.805351', 'Drama', '86.0', 'When the Lights Went Out', '18')"
"('50497', 'When the Lights Went Out', '0', '0', '2.805351', 'Horror', '86.0', 'When the Lights Went Out', '27')"
"('354624', 'Heroes of Dirt', '0', '0', '0.076647', 'Action', '98.0', 'Heroes of Dirt', '28')"
"('354624', 'Heroes of Dirt', '0', '0', '0.076647', 'Drama', '98.0', 'Heroes of Dirt', '18')"
"('13187', 'A Charlie Brown Christmas', '0', '0', '8.701183', 'Animation', '25.0', 'A Charlie Brown Christmas', '16')"
"('13187', 'A Charlie Brown Christmas', '0', '0', '8.701183', 'Family', '25.0', 'A Charlie Brown Christmas', '10751')"
"('13187', 'A Charlie Brown Christmas', '0', '0', '8.701183', 'Comedy', '25.0', 'A Charlie Brown Christmas', '35')"
"('13187', 'A Charlie Brown Christmas', '0', '0', '8.701183', 'TV Movie', '25.0', 'A Charlie Brown Christmas', '10770')"
"('335244', 'Antarctic Edge: 70Â° South', '0', '0', '0.021392', 'Documentary', '72.0', 'Antarctic Edge: 70Â° South', '99')"
"('178862', 'Aroused', '0', '0', '2.557258', 'Documentary', '73.0', 'Aroused', '99')"
"('331745', 'Top Spin', '0', '0', '0.523122', 'Documentary', '80.0', 'Top Spin', '99')"
"('1779', 'Roger & Me', '160000', '6706368', '3.284903', 'Documentary', '91.0', 'Roger & Me', '99')"
"('1779', 'Roger & Me', '160000', '6706368', '3.284903', 'History', '91.0', 'Roger & Me', '36')"
"('86812', 'Sound of My Voice', '0', '0', '6.192383', 'Science Fiction', '85.0', 'Sound of My Voice', '878')"
"('86812', 'Sound of My Voice', '0', '0', '6.192383', 'Drama', '85.0', 'Sound of My Voice', '18')"
"('86812', 'Sound of My Voice', '0', '0', '6.192383', 'Mystery', '85.0', 'Sound of My Voice', '9648')"
"('84355', ""Your Sister's Sister"", '125000', '3200000', '12.833247', 'Drama', '90.0', ""Your Sister's Sister"", '18')"
"('84355', ""Your Sister's Sister"", '125000', '3200000', '12.833247', 'Comedy', '90.0', ""Your Sister's Sister"", '35')"
"('18632', ""A Dog's Breakfast"", '120000', '0', '2.213889', 'Comedy', '88.0', ""A Dog's Breakfast"", '35')"
"('40652', ""Une femme mariÃ©e: Suite de fragments d'un film tournÃ© en 1964"", '120000', '0', '1.112792', 'Drama', '95.0', 'The Married Woman', '18')"
"('40652', ""Une femme mariÃ©e: Suite de fragments d'un film tournÃ© en 1964"", '120000', '0', '1.112792', 'Romance', '95.0', 'The Married Woman', '10749')"
"('339408', 'The Birth of a Nation', '8500000', '15861566', '9.452808', 'Drama', '120.0', 'The Birth of a Nation', '18')"
"('266857', 'The Work and The Story', '0', '0', '0.002388', 'Comedy', '70.0', 'The Work and The Story', '35')"
"('18925', 'Facing the Giants', '100000', '10178331', '4.563698', 'Drama', '111.0', 'Facing the Giants', '18')"
"('299245', 'The Gallows', '100000', '42664410', '18.045782', 'Horror', '87.0', 'The Gallows', '27')"
"('299245', 'The Gallows', '100000', '42664410', '18.045782', 'Thriller', '87.0', 'The Gallows', '53')"
"('985', 'Eraserhead', '10000', '7000000', '20.399578', 'Drama', '89.0', 'Eraserhead', '18')"
"('985', 'Eraserhead', '10000', '7000000', '20.399578', 'Fantasy', '89.0', 'Eraserhead', '14')"
"('985', 'Eraserhead', '10000', '7000000', '20.399578', 'Horror', '89.0', 'Eraserhead', '27')"
"('985', 'Eraserhead', '10000', '7000000', '20.399578', 'Science Fiction', '89.0', 'Eraserhead', '878')"
"('34101', 'Hollywood Shuffle', '0', '0', '2.353483', 'Comedy', '78.0', 'Hollywood Shuffle', '35')"
"('9821', 'The Mighty', '0', '0', '5.497682', 'Comedy', '100.0', 'The Mighty', '35')"
"('9821', 'The Mighty', '0', '0', '5.497682', 'Drama', '100.0', 'The Mighty', '18')"
"('65448', 'Penitentiary', '0', '0', '0.001117', 'Action', '99.0', 'Penitentiary', '28')"
"('65448', 'Penitentiary', '0', '0', '0.001117', 'Drama', '99.0', 'Penitentiary', '18')"
"('18841', 'The Lost Skeleton of Cadavra', '0', '0', '1.680525', 'Comedy', '90.0', 'The Lost Skeleton of Cadavra', '35')"
"('18841', 'The Lost Skeleton of Cadavra', '0', '0', '1.680525', 'Horror', '90.0', 'The Lost Skeleton of Cadavra', '27')"
